WARD,ID,YEAR,ITEM,CATEGORY,LOCATION,COST,TOTAL COST
17,14440,2022,Street Resurfacing Menu,Street Resurfacing,ON S WINCHESTER AVE FROM W 80TH ST (8000 S) TO W 83RD ST (8300 S),160432,8091149
17,14441,2022,Street Resurfacing Menu,Street Resurfacing,ON S WOLCOTT AVE FROM W 81ST ST (8100 S) TO W 83RD ST (8300 S),112641,8091149
17,14442,2022,Street Resurfacing Menu,Street Resurfacing,ON S WOOD ST FROM W 80TH ST (8000 S) TO W 81ST ST (8100 S),52871,8091149
17,14443,2022,Street Resurfacing Menu,Street Resurfacing,ON W 71ST PL FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W),54018,8091149
17,14444,2022,Street Resurfacing Menu,Street Resurfacing,ON W 73RD PL FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W),45256,8091149
17,14445,2022,Street Resurfacing Menu,Street Resurfacing,ON W 73RD ST FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W),53202,8091149
17,14446,2022,Street Resurfacing Menu,Street Resurfacing,ON W 74TH ST FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W),50777,8091149
17,14447,2022,Street Speed Hump Menu,Street Resurfacing,ON S BISHOP ST FROM W 76TH ST (7600 S) TO W 77TH ST (7700 S),4700,8091149
17,14448,2022,Street Speed Hump Menu,Street Resurfacing,ON W 75TH PL FROM S ASHLAND AVE (1600 W) TO S PAULINA ST (1700 W),4700,8091149
17,40638,2019,Alley Resurfacing Menu (1-1),Alleys,2500-2524 W LITHUANIAN PLAZA CT:W LITHUANIAN PLAZA CT & S MAPLEWOOD AVE & S CAMPBELL AVE & W 68TH ST:6800 S MAPLEWOOD AVE,11640,8091149
17,40639,2019,Concrete Alley Menu,Alleys,3501 W 71ST ST:W 71ST ST & S ST LOUIS AVE & W 71ST PL & S CENTRAL PARK AVE,288000,8091149
17,40640,2019,Miscellaneous CDOT Projects,Misc. CDOT,7620 S ASHLAND AVE:7937 S LA SALLE ST,1000,8091149
17,40641,2019,Sidewalk Menu,Sidewalk Repair,ON S THROOP ST FROM W 78TH ST (7800 S) TO W 78TH PL (7830 S):ON W 78TH PL FROM S RACINE AVE (1200 W) TO S THROOP ST (1300 W),57427,8091149
17,40642,2021,Alley Speed Hump Menu,Alleys,6641 S ALBANY AVE; W 66TH ST & S ALBANY AVE & S WHIPPLE ST & W MARQUETTE RD,700,8091149
17,40643,2021,Bollard Menu,Pedestrian Infrastructure,1634 W 71ST ST; W 71ST ST & S MARSHFIELD AVE,862,8091149
17,40644,2021,Sidewalk Menu,Sidewalk Repair,7300 S ASHLAND AVE; ON W 73RD ST FROM S ASHLAND AVE (1600 W) TO S MARSHFIELDAVE (1630 W),20797,8091149
17,40645,2021,Street Resurfacing Menu,Street Resurfacing,ON S STEWART AVE FROM S VINCENNES AVE (7850 S) TO W 80TH ST (8000 S); ON SSTEWART AVE FROM W 80TH ST (8000 S) TO W 81ST ST (8100 S),13102,8091149
17,40646,2021,Street Speed Hump Menu,Street Resurfacing,6300 S SACRAMENTO AVE; ON S SACRAMENTO AVE FROM W 63RD ST (6300 S) TO W 64THST (6400 S),4700,8091149
17,40647,2022,Alley Apron Menu,Alleys,1480 W 74TH ST; 1500 W 74TH ST; ON S LAFLIN ST FROM W 73RD PL (7330 S) TO W 74TH ST(7400 S),25853,8091149
17,42144,2019,Street Speed Hump Removal Menu,Street Resurfacing,ON S GREEN ST FROM W 75TH ST (7500 S) TO W 76TH ST (7600 S),0,8091149
17,42145,2019,Street Speed Hump Replacement,Street Resurfacing,ON S LA SALLE ST FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),0,8091149
17,42146,2019,Street Speed Hump Replacement,Street Resurfacing,ON S PRINCETON AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),0,8091149
17,42147,2019,Street Speed Hump Replacement,Street Resurfacing,ON S LA SALLE ST FROM W 80TH ST (8000 S) TO W 81ST ST (8100 S),0,8091149
17,42148,2020,Alley Speed Hump Replacement,Alleys,W 65TH ST & S MOZART ST & S FRANCISCO AVE & W 66TH ST,0,8091149
17,42149,2020,Street Speed Hump Replacement,Street Resurfacing,ON S GREEN ST FROM W 76TH ST (7600 S) TO W 78TH ST (7800 S),0,8091149
17,42150,2020,Street Speed Hump Replacement,Street Resurfacing,ON S EMERALD AVE FROM W 76TH ST (7600 S) TO W 79TH ST (7900 S),0,8091149
17,42151,2021,Alley Speed Hump Replacement,Alleys,W 65TH ST & S TROY ST & S ALBANY AVE & W 66TH ST,0,8091149
17,42152,2021,Alley Speed Hump Replacement,Alleys,W 74TH ST & S ABERDEEN ST & S MAY ST & W 75TH ST,0,8091149
17,42153,2021,Alley Speed Hump Replacement,Alleys,W LITHUANIAN PLAZA CT & S ARTESIAN AVE & S WESTERN AVE & W 70TH ST,0,8091149
17,42154,2021,Street Speed Hump Replacement,Street Resurfacing,ON S HARVARD AVE FROM W 79TH ST (7900 S) TO W 81ST ST (8100 S),0,8091149
17,42155,2021,Street Speed Hump Replacement,Street Resurfacing,ON S STEWART AVE FROM W 80TH ST (8000 S) TO W 81ST ST (8100 S),0,8091149
17,42156,2022,Alley Speed Hump Replacement,Alleys,S GREEN ST & W 76TH ST & W 77TH ST & S PEORIA ST,0,8091149
17,42157,2022,Street Speed Hump Replacement,Street Resurfacing,ON S BISHOP ST FROM W 76TH ST (7600 S) TO W 79TH ST (7900 S),0,8091149
17,42158,2022,Street Speed Hump Replacement,Street Resurfacing,ON S PAULINA ST FROM W 68TH ST (6800 S) TO W 69TH ST (6900 S),0,8091149
17,42159,2022,Street Speed Hump Replacement,Street Resurfacing,ON S PAULINA ST FROM W 76TH ST (7600 S) TO W 77TH ST (7700 S),0,8091149
17,42160,2022,Street Speed Hump Replacement,Street Resurfacing,ON S PAULINA ST FROM W 78TH ST (7800 S) TO W 79TH ST (7900 S),0,8091149
17,44435,2023,Alley Apron Menu,Alleys,7145 S SPAULDING AVE,37941,8091149
17,44436,2023,Alley Resurfacing Menu,Alleys,S WESTERN AVE & W 70TH ST & W 71ST ST & S ARTESIAN AVE,39906,8091149
17,44437,2023,Alley Resurfacing Menu,Alleys,S WOOD ST & W 75TH PL & W 76TH ST & S HERMITAGE AVE,38233,8091149
17,44438,2023,Alley Resurfacing Menu,Alleys,W 72ND PL & S RACINE AVE & S ADA ST & W 73RD ST; 7258 S RACINE AVE,27496,8091149
17,44439,2023,Alley Resurfacing Menu,Alleys,W 73RD ST & S MAY ST & S RACINE AVE & W 74TH ST,38145,8091149
17,44440,2023,Alley Resurfacing Menu,Alleys,W 73RD ST & S RACINE AVE & S ADA ST & W 73RD PL,30829,8091149
17,44441,2023,Alley Resurfacing Menu,Alleys,W 75TH PL & S WOOD ST & S WOOD ST & W 76TH ST,22077,8091149
17,44442,2023,Alley Resurfacing Menu,Alleys,W 76TH ST & S HONORE ST & S WOOD ST & W 77TH ST,38145,8091149
17,44443,2023,Alley Speed Hump Replacement,Alleys,S WOOD ST & W 75TH PL & W 76TH ST & S HERMITAGE AVE,0,8091149
17,44444,2023,Alley Speed Hump Replacement,Alleys,W 72ND PL & S RACINE AVE & S ADA ST & W 73RD ST; 7258 S RACINE AVE,0,8091149
17,44445,2023,Alley Speed Hump Replacement,Alleys,W 73RD ST & S RACINE AVE & S ADA ST & W 73RD PL,0,8091149
17,44446,2023,Curb & Gutter Menu,Street Resurfacing,7658 S BISHOP ST,17096,8091149
17,44447,2023,Curb & Gutter Menu,Street Resurfacing,ON W 71ST PL FROM S HOMAN AVE (3400 W) TO S CENTRAL PARK AVE (3600 W),15426,8091149
17,44448,2023,Diagonal Parking Menu,Street Redesign,ON S GREEN ST FROM 7914 S TO W 79TH ST (7900 S),30000,8091149
17,44449,2023,Miscellaneous CDOT Projects,Misc. CDOT,7807-7821 S PULASKI RD,450,8091149
17,44450,2023,Sidewalk Menu,Sidewalk Repair,7000 S TALMAN AVE,73392,8091149
17,44451,2023,Sidewalk Menu,Sidewalk Repair,7659 S NORMAL AVE,24184,8091149
17,44452,2023,Sidewalk Menu,Sidewalk Repair,7732 S ASHLAND AVE,14234,8091149
17,44453,2023,Sidewalk Menu,Sidewalk Repair,7920-7922 S MORGAN ST,14277,8091149
17,44454,2023,Sidewalk Menu,Sidewalk Repair,8024-8026 S HERMITAGE AVE,19337,8091149
17,44455,2023,Sidewalk Menu,Sidewalk Repair,8154 S WOLCOTT AVE,3477,8091149
17,44456,2023,Sidewalk Menu,Sidewalk Repair,ON W 73RD PL FROM S RACINE AVE (1200 W) TO S ADA ST (1300 W),138295,8091149
17,44457,2023,Sidewalk Menu,Sidewalk Repair,ON W 73RD PL FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W),8475,8091149
17,44458,2023,Street Light Upgrade Menu,Lighting,1259 W MARQUETTE RD,500,8091149
17,44459,2023,Street Light Upgrade Menu,Lighting,7600 S LOOMIS BLVD,500,8091149
17,44460,2023,Street Resurfacing Menu,Street Resurfacing,ON S BISHOP ST FROM W 82ND ST (8200 S) TO W 83RD ST (8300 S),54755,8091149
17,44461,2023,Street Resurfacing Menu,Street Resurfacing,ON S HERMITAGE AVE FROM W 78TH ST (7800 S) TO W 79TH ST (7900 S),53000,8091149
17,44462,2023,Street Resurfacing Menu,Street Resurfacing,ON S MARSHFIELD AVE FROM W 68TH ST (6800 S) TO W 69TH ST (6900 S),51785,8091149
17,44463,2023,Street Resurfacing Menu,Street Resurfacing,ON S PAULINA ST FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),55841,8091149
17,44464,2023,Street Resurfacing Menu,Street Resurfacing,ON S WINCHESTER AVE FROM W 76TH ST (7600 S) TO W 80TH ST (8000 S),218133,8091149
17,44465,2023,Street Resurfacing Menu,Street Resurfacing,ON S WOOD ST FROM W 72ND ST (7200 S) TO W 73RD ST (7300 S),57808,8091149
17,44466,2023,Street Resurfacing Menu,Street Resurfacing,ON S WOOD ST FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),56781,8091149
17,44467,2023,Street Resurfacing Menu,Street Resurfacing,ON S WOOD ST FROM W 81ST ST (8100 S) TO W 83RD ST (8300 S),118406,8091149
17,44468,2023,Street Resurfacing Menu,Street Resurfacing,ON W 73RD PL FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W),58777,8091149
17,44469,2023,Street Resurfacing Menu,Street Resurfacing,ON W 75TH ST FROM S HALSTED ST (800 W) TO S MORGAN ST (1000 W),120430,8091149
17,44470,2023,Street Speed Hump Menu,Street Resurfacing,ON S HERMITAGE AVE FROM W 69TH ST (6900 S) TO W 70TH ST (7000 S),4880,8091149
17,44471,2023,Street Speed Hump Menu,Street Resurfacing,ON S WINCHESTER AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),4880,8091149
17,44472,2023,Street Speed Hump Replacement,Street Resurfacing,ON S HERMITAGE AVE FROM W 78TH ST (7800 S) TO W 79TH ST (7900 S),0,8091149
17,46701,2024,Alley Apron Menu,Alleys,1400 W 73RD ST,6997,8091149
17,46702,2024,Alley Resurfacing Menu,Alleys,S RACINE AVE & W 79TH ST&W 80TH ST & S ELIZABETH ST,40772,8091149
17,46703,2024,Concrete Alley Menu,Alleys,S BISHOP ST & W 76TH ST&W 77TH ST & S LAFLIN ST,10522,8091149
17,46704,2024,Curb & Gutter Menu,Street Resurfacing,7758 S WOLCOTT AVE,7283,8091149
17,46705,2024,Miscellaneous CDOT Projects,Misc. CDOT,2433 W 71ST ST,660,8091149
17,46706,2024,Miscellaneous CDOT Projects,Misc. CDOT,7958 S CARPENTER ST,660,8091149
17,46707,2024,Sidewalk Menu,Sidewalk Repair,1444 W 71ST PL,30640,8091149
17,46708,2024,Sidewalk Menu,Sidewalk Repair,1754 W 79TH ST,25973,8091149
17,46709,2024,Sidewalk Menu,Sidewalk Repair,3459 W 73RD ST,27697,8091149
17,46710,2024,Sidewalk Menu,Sidewalk Repair,518 W WINNECONNA PKWY,17633,8091149
17,46711,2024,Sidewalk Menu,Sidewalk Repair,7201 S CHRISTIANA AVE,25166,8091149
17,46712,2024,Sidewalk Menu,Sidewalk Repair,ON S ELIZABETH ST FROM W 82ND ST (8200 S) TO W 83RD ST (8300 S),56764,8091149
17,46713,2024,Sidewalk Menu,Sidewalk Repair,ON W 73RD ST FROM 2150 W TO S HOYNE AVE (2100 W),40201,8091149
17,46714,2024,Street Resurfacing Menu,Street Resurfacing,ON S ARTESIAN AVE FROM W 71ST ST (7100 S) TO W 72ND ST (7200 S),57532,8091149
17,46715,2024,Street Resurfacing Menu,Street Resurfacing,ON S EGGLESTON AVE FROM W WINNECONNA PKWY (7740 S) TO W 79TH ST (7900 S),95634,8091149
17,46716,2024,Street Resurfacing Menu,Street Resurfacing,ON S ELIZABETH ST FROM W 69TH ST (6900 S) TO W 71ST ST (7100 S),112182,8091149
17,46717,2024,Street Resurfacing Menu,Street Resurfacing,ON S HOMAN AVE FROM 7445 S TO W 73RD ST (7300 S),90846,8091149
17,46718,2024,Street Resurfacing Menu,Street Resurfacing,ON S HONORE ST FROM W 82ND ST (8200 S) TO W 83RD ST (8300 S),53543,8091149
17,46719,2024,Street Resurfacing Menu,Street Resurfacing,ON S LOWE AVE FROM W 74TH ST (7400 S) TO W 76TH ST (7600 S),51727,8091149
17,46720,2024,Street Resurfacing Menu,Street Resurfacing,ON S MAY ST FROM W 85TH ST (8500 S) TO W 87TH ST (8700 S),108429,8091149
17,46721,2024,Street Resurfacing Menu,Street Resurfacing,ON S PEORIA ST FROM W 75TH ST (7500 S) TO W 77TH ST (7700 S),117231,8091149
17,46722,2024,Street Resurfacing Menu,Street Resurfacing,ON S PERRY AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),61778,8091149
17,46723,2024,Street Resurfacing Menu,Street Resurfacing,ON S SEELEY AVE FROM W 71ST ST (7100 S) TO W 74TH ST (7400 S),197918,8091149
17,46724,2024,Street Resurfacing Menu,Street Resurfacing,ON S TALMAN AVE FROM W 71ST ST (7100 S) TO W 72ND ST (7200 S),52927,8091149
17,46725,2024,Street Resurfacing Menu,Street Resurfacing,ON S UNION AVE FROM W 74TH ST (7400 S) TO W 76TH ST (7600 S),119352,8091149
17,46726,2024,Street Resurfacing Menu,Street Resurfacing,ON W 72ND ST FROM S DAMEN AVE (2000 W) TO S SEELEY AVE (2030 W),27715,8091149
17,46727,2024,Street Speed Hump Menu,Street Resurfacing,ON W 73RD PL FROM S RACINE AVE (1200 W) TO S ADA ST (1300 W),7320,8091149
17,46728,2024,Street Speed Hump Replacement,Street Resurfacing,ON S EGGLESTON AVE FROM W WINNECONNA PKWY (7740 S) TO W 79TH ST (7900 S),0,8091149
17,46729,2024,Street Speed Hump Replacement,Street Resurfacing,ON S MAY ST FROM W 85TH ST (8500 S) TO W 87TH ST (8700 S),0,8091149
17,46730,2024,Street Speed Hump Replacement,Street Resurfacing,ON S PEORIA ST FROM W 75TH ST (7500 S) TO W 77TH ST (7700 S),0,8091149
17,46731,2024,Street Speed Hump Replacement,Street Resurfacing,ON S PERRY AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),0,8091149
17,46732,2024,Street Speed Hump Replacement,Street Resurfacing,ON S SEELEY AVE FROM W 71ST ST (7100 S) TO W 74TH ST (7400 S),0,8091149
17,46733,2024,Street Speed Hump Replacement,Street Resurfacing,ON S UNION AVE FROM W 74TH ST (7400 S) TO W 76TH ST (7600 S),0,8091149
18,15094,2019,Curb & Gutter Menu,Street Resurfacing,ON S FRANCISCO AVE FROM W 81ST ST (8100 S) TO W 82ND ST (8200 S),113705,8543296
18,15095,2019,Curb & Gutter Menu,Street Resurfacing,8557 S KEDVALE AVE,5935,8543296
18,15096,2019,Sidewalk Menu,Sidewalk Repair,ON S RICHMOND ST FROM W 81ST ST (8100 S) TO W 82ND ST (8200 S),33278,8543296
18,15097,2019,Sidewalk Menu,Sidewalk Repair,ON W 81ST PL FROM S MAPLEWOOD AVE (2530 W) TO S TALMAN AVE (2630 W),19963,8543296
18,15098,2019,Sidewalk Menu,Sidewalk Repair,ON S CLAREMONT AVE FROM W 72ND ST (7200 S) TO W 73RD ST (7300 S),89773,8543296
18,15099,2019,Sidewalk Menu,Sidewalk Repair,ON S TALMAN AVE FROM W 79TH ST (7860 S) TO W 80TH ST (8000 S),37740,8543296
18,15100,2019,Sidewalk Menu,Sidewalk Repair,ON S WASHTENAW AVE FROM W 80TH ST (8000 S) TO W 81ST ST (8100 S),35823,8543296
18,15101,2019,Sidewalk Menu,Sidewalk Repair,ON S CAMPBELL AVE FROM W 80TH ST (8000 S) TO W 81ST ST (8100 S),37508,8543296
18,15102,2019,Sidewalk Menu,Sidewalk Repair,8062 S SPAULDING AVE,15688,8543296
18,15103,2019,Sidewalk Menu,Sidewalk Repair,2812 W 86TH ST,7100,8543296
18,15104,2019,Sidewalk Menu,Sidewalk Repair,ON S SEELEY AVE FROM W 75TH PL (7530 S) TO W 76TH ST (7600 S),10866,8543296
18,15105,2019,Sidewalk Menu,Sidewalk Repair,7619 S SEELEY AVE,2365,8543296
18,15106,2019,Sidewalk Menu,Sidewalk Repair,7607 S SEELEY AVE,2365,8543296
18,15107,2019,Sidewalk Menu,Sidewalk Repair,3629 W 82ND PL,3411,8543296
18,15108,2019,Sidewalk Menu,Sidewalk Repair,8247 S TALMAN AVE,4258,8543296
18,15109,2019,Sidewalk Menu,Sidewalk Repair,3600 W 84TH PL,47653,8543296
18,15110,2019,Sidewalk Menu,Sidewalk Repair,3600 W 84TH PL,2951,8543296
18,15111,2019,Street Resurfacing Menu (1-5),Street Resurfacing,ON S SAWYER AVE FROM W 80TH ST (8000 S) TO W 82ND ST (8200 S),108820,8543296
18,15112,2019,Street Resurfacing Menu (1-5),Street Resurfacing,ON S SEELEY AVE FROM W 84TH ST (8400 S) TO W 85TH ST (8500 S),49019,8543296
18,15113,2019,Street Resurfacing Menu (1-5),Street Resurfacing,ON S SPRINGFIELD AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),51399,8543296
18,15114,2019,Street Resurfacing Menu,Street Resurfacing,ON W 81ST ST FROM S ARTESIAN AVE (2430 W) TO S MAPLEWOOD AVE (2530 W),55569,8543296
18,15115,2019,Street Resurfacing Menu,Street Resurfacing,ON S TROY ST FROM W 82ND ST (8200 S) TO W 83RD ST (8300 S),48210,8543296
18,15116,2019,Street Resurfacing Menu,Street Resurfacing,ON S TROY ST FROM W 71ST ST (7100 S) TO W 72ND ST (7200 S),46474,8543296
18,15117,2019,Street Resurfacing Menu,Street Resurfacing,ON W 81ST ST FROM 3600 W TO S LAWNDALE AVE (3700 W),57363,8543296
18,15118,2019,Street Resurfacing Menu,Street Resurfacing,ON S WASHTENAW AVE FROM W 85TH PL (8520 S) TO W 86TH PL (8630 S),35372,8543296
18,15119,2019,Street Resurfacing Menu,Street Resurfacing,ON W 85TH ST FROM S CALIFORNIA AVE (2800 W) TO S WASHTENAW AVE (2700 W),47963,8543296
18,15120,2019,Street Resurfacing Menu,Street Resurfacing,ON S KOMENSKY AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),44028,8543296
18,15121,2019,Street Resurfacing Menu,Street Resurfacing,ON W 78TH ST FROM 2151 W TO S HAMILTON AVE (2130 W),15288,8543296
18,15122,2019,Street Resurfacing Menu,Street Resurfacing,ON W 76TH PL FROM 2151 W TO S HAMILTON AVE (2130 W),16230,8543296
18,15123,2019,Street Resurfacing Menu,Street Resurfacing,ON W 78TH PL FROM S SPRINGFIELD AVE (3900 W) TO S HAMLIN AVE (3800 W),49912,8543296
18,15124,2019,Street Resurfacing Menu,Street Resurfacing,ON W 78TH PL FROM S RIDGEWAY AVE (3750 W) TO S REILLY AVE (3700 W),24456,8543296
18,15125,2019,Street Resurfacing Menu,Street Resurfacing,ON S CENTRAL PARK AVE FROM W 81ST ST (8100 S) TO W COLUMBUS AVE (8230 S),76066,8543296
18,15126,2019,Street Resurfacing Menu,Street Resurfacing,ON S TROY ST FROM W 81ST ST (8100 S) TO W 82ND ST (8200 S),45021,8543296
18,15127,2019,Street Resurfacing Menu,Street Resurfacing,ON S ARTESIAN AVE FROM W 76TH ST (7600 S) TO W 77TH ST (7700 S),55,8543296
18,15128,2019,Street Speed Hump Menu,Street Resurfacing,ON W 84TH ST FROM S TRIPP AVE (4230 W) TO S KOLIN AVE (4330 W),4700,8543296
18,15129,2019,Street Resurfacing Menu,Street Resurfacing,ON S KARLOV AVE FROM W 86TH ST (8600 S) TO W 87TH ST (8700 S),59558,8543296
18,15130,2019,Street Speed Hump Menu,Street Resurfacing,ON W 81ST ST FROM S CICERO AVE (4800 W) TO S KILPATRICK AVE (4700 W),4700,8543296
18,15131,2019,Street Speed Hump Menu,Street Resurfacing,ON W 77TH ST FROM S RIDGEWAY AVE (3750 W) TO S LAWNDALE AVE (3700 W),4700,8543296
18,15132,2019,Street Speed Hump Menu,Street Resurfacing,ON W 75TH PL FROM S RIDGEWAY AVE (3750 W) TO S LAWNDALE AVE (3700 W),4700,8543296
18,15133,2020,Alley Apron Menu,Alleys,ON S HAMLIN AVE FROM W 86TH PL (8630 S) TO W 87TH ST (8700 S),15431,8543296
18,15134,2020,Alley Apron Menu,Alleys,7201 S KEDZIE AVE,30756,8543296
18,15135,2020,Alley Apron Menu,Alleys,3520 W 83RD PL,15232,8543296
18,15136,2020,Alley Speed Hump Menu,Alleys,S TRUMBULL AVE & W 77TH ST & W 78TH ST & S HOMAN AVE,1400,8543296
18,15137,2020,Sidewalk Menu,Sidewalk Repair,7901 S HOMAN AVE,11382,8543296
18,15138,2020,Sidewalk Menu,Sidewalk Repair,7518-7530 S HAMILTON AVE,12519,8543296
18,15139,2020,Sidewalk Menu,Sidewalk Repair,8000 S SAWYER AVE,11120,8543296
18,15140,2020,Sidewalk Menu,Sidewalk Repair,ON W 82ND ST FROM S SPRINGFIELD AVE (3900 W) TO S PULASKI RD (4000 W),40535,8543296
18,15141,2020,Sidewalk Menu,Sidewalk Repair,2959 W 73RD ST,9799,8543296
18,15142,2020,Sidewalk Menu,Sidewalk Repair,7925 S CHRISTIANA AVE,9383,8543296
18,15143,2020,Street Resurfacing Menu (1-5),Street Resurfacing,ON S KENNETH AVE FROM W 85TH ST (8500 S) TO W 86TH ST (8600 S),66721,8543296
18,15144,2020,Street Resurfacing Menu (1-5),Street Resurfacing,ON S TRUMBULL AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),53445,8543296
18,15145,2020,Street Resurfacing Menu (1-5),Street Resurfacing,ON S CHRISTIANA AVE FROM W 81ST ST (8100 S) TO W 82ND ST (8200 S),54641,8543296
18,15146,2020,Street Resurfacing Menu (1-5),Street Resurfacing,ON S HOYNE AVE FROM W 84TH ST (8400 S) TO W 85TH ST (8500 S),53959,8543296
18,15147,2020,Street Resurfacing Menu (1-5),Street Resurfacing,ON S OAKLEY AVE FROM W 72ND ST (7200 S) TO W 73RD ST (7300 S),57042,8543296
18,15148,2020,Street Resurfacing Menu,Street Resurfacing,ON W 83RD PL FROM S SPRINGFIELD AVE (3900 W) TO S PULASKI RD (4000 W),68043,8543296
18,15149,2020,Street Resurfacing Menu,Street Resurfacing,ON S MAPLEWOOD AVE FROM W 74TH ST (7400 S) TO W COLUMBUS AVE (7500 S),53265,8543296
18,15150,2020,Street Resurfacing Menu,Street Resurfacing,ON S ARTESIAN AVE FROM W 76TH ST (7600 S) TO W 77TH ST (7700 S),48249,8543296
18,15151,2020,Street Resurfacing Menu,Street Resurfacing,ON S SACRAMENTO AVE FROM W 82ND ST (8200 S) TO W 83RD ST (8300 S),63397,8543296
18,15152,2020,Street Resurfacing Menu,Street Resurfacing,ON S WHIPPLE ST FROM W 81ST ST (8100 S) TO W 82ND ST (8200 S),69213,8543296
18,15153,2020,Street Resurfacing Menu,Street Resurfacing,ON S WHIPPLE ST FROM W 77TH ST (7699 S) TO W COLUMBUS AVE (7747 S),39384,8543296
18,15154,2020,Street Resurfacing Menu,Street Resurfacing,ON S SPAULDING AVE FROM W 81ST ST (8100 S) TO W 82ND ST (8200 S),64479,8543296
18,15155,2020,Street Resurfacing Menu,Street Resurfacing,ON W 78TH PL FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W),48251,8543296
18,15156,2020,Street Resurfacing Menu,Street Resurfacing,ON W 85TH ST FROM S DAMEN AVE (2000 W) TO S HOYNE AVE (2100 W),61200,8543296
18,15157,2020,Street Resurfacing Menu,Street Resurfacing,ON W 84TH ST FROM W COLUMBUS AVE (3740 W) TO S HAMLIN AVE (3800 W),27699,8543296
18,15158,2020,Street Resurfacing Menu,Street Resurfacing,ON S KEDVALE AVE FROM W 84TH ST (8400 S) TO W 85TH ST (8500 S),84001,8543296
18,15159,2020,Street Resurfacing Menu,Street Resurfacing,ON S SPAULDING AVE FROM W 82ND ST (8200 S) TO W 83RD ST (8300 S),53851,8543296
18,15160,2020,Street Resurfacing Menu,Street Resurfacing,ON W 86TH ST FROM S CALIFORNIA AVE (2800 W) TO S MOZART ST (2830 W),28752,8543296
18,15161,2020,Street Resurfacing Menu,Street Resurfacing,ON S ALBANY AVE FROM W 81ST ST (8100 S) TO W 82ND ST (8200 S),60899,8543296
18,15162,2020,Street Resurfacing Menu,Street Resurfacing,ON S CLAREMONT AVE FROM W 81ST ST (8100 S) TO W 81ST PL (8200 S),41013,8543296
18,15163,2021,Alley Apron Menu,Alleys,7755 S TROY ST,13817,8543296
18,15164,2021,Alley Resurfacing Menu,Alleys,W 82ND PL & S HOYNE AVE & W 83RD ST & S HOYNE AVE,11008,8543296
18,15165,2021,Bollard Menu,Pedestrian Infrastructure,8059 S KEDZIE AVE,516,8543296
18,15166,2021,Curb & Gutter Menu,Street Resurfacing,7525 S ST LOUIS AVE,576,8543296
18,15167,2021,Curb & Gutter Menu,Street Resurfacing,7944 S KOSTNER AVE,7951,8543296
18,15168,2021,Miscellaneous CDOT Projects,Misc. CDOT,2140 W 79TH ST,660,8543296
